HS92,HS96,HS02,HS07,HS12,HS17,BEC4,SITC1,SITC2,SITC3,SITC4,,,,,
010111,010111,010110,010110,010121,010121,41,0015,0015,00151,0015,,,,,
010111,010111,010110,010110,010121,010121,41,0015,0015,00152,0015,,,,,
010111,010111,010110,010110,010130,010130,41,0015,0015,00151,0015,,,,,
010111,010111,010110,010110,010130,010130,41,0015,0015,00152,0015,,,,,
010120,010120,010110,010110,010121,010121,41,0015,0015,00151,0015,,,,,
010120,010120,010110,010110,010121,010121,41,0015,0015,00152,0015,,,,,
010120,010120,010110,010110,010130,010130,41,0015,0015,00151,0015,,,,,
010120,010120,010110,010110,010130,010130,41,0015,0015,00152,0015,,,,,
010119,010119,010190,010190,010129,010129,111,0015,0015,00151,0015,,,,,
010119,010119,010190,010190,010129,010129,111,0015,0015,00152,0015,,,,,
010119,010119,010190,010190,010130,010130,111,0015,0015,00151,0015,,,,,
010119,010119,010190,010190,010130,010130,111,0015,0015,00152,0015,,,,,
010119,010119,010190,010190,010190,010190,111,0015,0015,00151,0015,,,,,
010119,010119,010190,010190,010190,010190,111,0015,0015,00152,0015,,,,,
010120,010120,010190,010190,010129,010129,111,0015,0015,00151,0015,,,,,
010120,010120,010190,010190,010129,010129,111,0015,0015,00152,0015,,,,,
010120,010120,010190,010190,010130,010130,111,0015,0015,00151,0015,,,,,
010120,010120,010190,010190,010130,010130,111,0015,0015,00152,0015,,,,,
010120,010120,010190,010190,010190,010190,111,0015,0015,00151,0015,,,,,
010120,010120,010190,010190,010190,010190,111,0015,0015,00152,0015,,,,,
010210,010210,010210,010210,010221,010221,41,0011,00111,00111,00111,,,,,
010210,010210,010210,010210,010231,010231,41,0011,00111,00111,00111,,,,,
010210,010210,010210,010210,010290,010290,41,0011,00111,00111,00111,,,,,
010290,010290,010290,010290,010229,010229,111,0011,00119,00119,00119,,,,,
010290,010290,010290,010290,010239,010239,111,0011,00119,00119,00119,,,,,
010290,010290,010290,010290,010290,010290,111,0011,00119,00119,00119,,,,,
010310,010310,010310,010310,010310,010310,41,0013,0013,00131,00131,,,,,
010391,010391,010391,010391,010391,010391,111,0013,0013,00139,00139,,,,,
010392,010392,010392,010392,010392,010392,111,0013,0013,00139,00139,,,,,
010410,010410,010410,010410,010410,010410,111,0012,00121,00121,00121,,,,,
010420,010420,010420,010420,010420,010420,111,0012,00122,00122,00122,,,,,
010511,010511,010511,010511,010511,010511,111,0014,00141,00141,00141,,,,,
010519,010512,010512,010512,010512,010512,111,0014,00141,00141,00141,,,,,
010519,010519,010519,010519,010513,010513,111,0014,00141,00141,00141,,,,,
010519,010519,010519,010519,010514,010514,111,0014,00141,00141,00141,,,,,
010519,010519,010519,010519,010515,010515,111,0014,00141,00141,00141,,,,,
010591,010592,010592,010594,010594,010594,111,0014,00149,00149,00149,,,,,
010591,010593,010593,010594,010594,010594,111,0014,00149,00149,00149,,,,,
010599,010599,010599,010599,010599,010599,111,0014,00149,00149,00149,,,,,
010600,010600,010611,010611,010611,010611,111,0019,0019,0019,0019,,,,,
010600,010600,010611,010611,010611,010611,111,9410,9410,0019,0019,,,,,
010600,010600,010612,010612,010612,010612,111,0019,0019,0019,0019,,,,,
010600,010600,010612,010612,010612,010612,111,9410,9410,0019,0019,,,,,
010600,010600,010619,010619,010612,010612,111,0019,0019,0019,0019,,,,,
010600,010600,010619,010619,010612,010612,111,9410,9410,0019,0019,,,,,
010600,010600,010619,010619,010613,010613,111,0019,0019,0019,0019,,,,,
010600,010600,010619,010619,010613,010613,111,9410,9410,0019,0019,,,,,
010600,010600,010619,010619,010614,010614,111,0019,0019,0019,0019,,,,,
010600,010600,010619,010619,010614,010614,111,9410,9410,0019,0019,,,,,
010600,010600,010619,010619,010619,010619,111,0019,0019,0019,0019,,,,,
010600,010600,010619,010619,010619,010619,111,9410,9410,0019,0019,,,,,
010600,010600,010620,010620,010620,010620,111,0019,0019,0019,0019,,,,,
010600,010600,010620,010620,010620,010620,111,9410,9410,0019,0019,,,,,
010600,010600,010631,010631,010631,010631,111,0019,0019,0019,0019,,,,,
010600,010600,010631,010631,010631,010631,111,9410,9410,0019,0019,,,,,
010600,010600,010632,010632,010632,010632,111,0019,0019,0019,0019,,,,,
010600,010600,010632,010632,010632,010632,111,9410,9410,0019,0019,,,,,
010600,010600,010639,010639,010633,010633,111,0019,0019,0019,0019,,,,,
010600,010600,010639,010639,010633,010633,111,9410,9410,0019,0019,,,,,
010600,010600,010639,010639,010639,010639,111,0019,0019,0019,0019,,,,,
010600,010600,010639,010639,010639,010639,111,9410,9410,0019,0019,,,,,
010600,010600,010690,010690,010641,010641,111,0019,0019,0019,0019,,,,,
010600,010600,010690,010690,010641,010641,111,9410,9410,0019,0019,,,,,
010600,010600,010690,010690,010649,010649,111,0019,0019,0019,0019,,,,,
010600,010600,010690,010690,010649,010649,111,9410,9410,0019,0019,,,,,
010600,010600,010690,010690,010690,010690,111,0019,0019,0019,0019,,,,,
010600,010600,010690,010690,010690,010690,111,9410,9410,0019,0019,,,,,
020110,020110,020110,020110,020110,020110,121,0111,01111,01111,01111,,,,,
020120,020120,020120,020120,020120,020120,122,0111,01111,01111,01111,,,,,
020130,020130,020130,020130,020130,020130,122,0111,01112,01112,01112,,,,,
020210,020210,020210,020210,020210,020210,121,0111,01111,01121,01121,,,,,
020220,020220,020220,020220,020220,020220,122,0111,01111,01121,01121,,,,,
020230,020230,020230,020230,020230,020230,122,0111,01112,01122,01122,,,,,
020311,020311,020311,020311,020311,020311,121,0113,0113,01221,01221,,,,,
020312,020312,020312,020312,020312,020312,122,0113,0113,01221,01221,,,,,
020319,020319,020319,020319,020319,020319,122,0113,0113,01221,01221,,,,,
020321,020321,020321,020321,020321,020321,121,0113,0113,01222,01222,,,,,
020322,020322,020322,020322,020322,020322,122,0113,0113,01222,01222,,,,,
020329,020329,020329,020329,020329,020329,122,0113,0113,01222,01222,,,,,
020410,020410,020410,020410,020410,020410,121,0112,0112,01211,01211,,,,,
020421,020421,020421,020421,020421,020421,121,0112,0112,01211,01211,,,,,
020422,020422,020422,020422,020422,020422,122,0112,0112,01211,01211,,,,,
020423,020423,020423,020423,020423,020423,122,0112,0112,01211,01211,,,,,
020430,020430,020430,020430,020430,020430,121,0112,0112,01212,01212,,,,,
020441,020441,020441,020441,020441,020441,121,0112,0112,01212,01212,,,,,
020442,020442,020442,020442,020442,020442,122,0112,0112,01212,01212,,,,,
020443,020443,020443,020443,020443,020443,122,0112,0112,01212,01212,,,,,
020450,020450,020450,020450,020450,020450,122,0112,0112,01213,01213,,,,,
020500,020500,020500,020500,020500,020500,121,0115,0115,0124,0124,,,,,
020610,020610,020610,020610,020610,020610,122,0116,0116,01251,01251,,,,,
020621,020621,020621,020621,020621,020621,122,0116,0116,01252,01252,,,,,
020622,020622,020622,020622,020622,020622,122,0116,0116,01252,01252,,,,,
020629,020629,020629,020629,020629,020629,122,0116,0116,01252,01252,,,,,
020630,020630,020630,020630,020630,020630,122,0116,0116,01253,01253,,,,,
020641,020641,020641,020641,020641,020641,122,0116,0116,01254,01254,,,,,
020649,020649,020649,020649,020649,020649,122,0116,0116,01254,01254,,,,,
020680,020680,020680,020680,020680,020680,122,0116,0116,01255,01255,,,,,
020690,020690,020690,020690,020690,020690,122,0116,0116,01256,01256,,,,,
020710,020711,020711,020711,020711,020711,122,0114,0114,01231,01231,,,,,
020721,020712,020712,020712,020712,020712,122,0114,0114,01232,01232,,,,,
020739,020713,020713,020713,020713,020713,122,0114,0114,01234,01234,,,,,
020741,020714,020714,020714,020714,020714,122,0114,0114,01235,01235,,,,,
020741,020714,020714,020714,020714,020714,122,01181,01181,01236,01235,,,,,
020750,020714,020714,020714,020714,020714,122,0114,0114,01235,01235,,,,,
020750,020714,020714,020714,020714,020714,122,01181,01181,01236,01235,,,,,
020710,020724,020724,020724,020724,020724,122,0114,0114,01231,01231,,,,,
020722,020725,020725,020725,020725,020725,122,0114,0114,01232,01232,,,,,
020739,020726,020726,020726,020726,020726,122,0114,0114,01234,01234,,,,,
020742,020727,020727,020727,020727,020727,122,0114,0114,01235,01235,,,,,
020742,020727,020727,020727,020727,020727,122,01181,01181,01236,01235,,,,,
020750,020727,020727,020727,020727,020727,122,0114,0114,01235,01235,,,,,
020750,020727,020727,020727,020727,020727,122,01181,01181,01236,01235,,,,,
020710,020732,020732,020732,020741,020741,122,0114,0114,01231,01231,,,,,
020710,020732,020732,020732,020751,020751,122,0114,0114,01231,01231,,,,,
020710,020732,020732,020732,020760,020760,122,0114,0114,01231,01231,,,,,
020723,020733,020733,020733,020742,020742,122,0114,0114,01232,01232,,,,,
020723,020733,020733,020733,020752,020752,122,0114,0114,01232,01232,,,,,
020723,020733,020733,020733,020760,020760,122,0114,0114,01232,01232,,,,,
020731,020734,020734,020734,020743,020743,122,01181,01181,01233,01233,,,,,
020731,020734,020734,020734,020753,020753,122,01181,01181,01233,01233,,,,,
020739,020735,020735,020735,020744,020744,122,0114,0114,01234,01234,,,,,
020739,020735,020735,020735,020754,020754,122,0114,0114,01234,01234,,,,,
020739,020735,020735,020735,020760,020760,122,0114,0114,01234,01234,,,,,
020743,020736,020736,020736,020745,020745,122,0114,0114,01235,01235,,,,,
020743,020736,020736,020736,020745,020745,122,01181,01181,01236,01235,,,,,
020743,020736,020736,020736,020755,020755,122,0114,0114,01235,01235,,,,,
020743,020736,020736,020736,020755,020755,122,01181,01181,01236,01235,,,,,
020743,020736,020736,020736,020760,020760,122,0114,0114,01235,01235,,,,,
020743,020736,020736,020736,020760,020760,122,01181,01181,01236,01235,,,,,
020750,020736,020736,020736,020745,020745,122,0114,0114,01235,01235,,,,,
020750,020736,020736,020736,020745,020745,122,01181,01181,01236,01235,,,,,
020750,020736,020736,020736,020755,020755,122,0114,0114,01235,01235,,,,,
020750,020736,020736,020736,020755,020755,122,01181,01181,01236,01235,,,,,
020750,020736,020736,020736,020760,020760,122,0114,0114,01235,01235,,,,,
020750,020736,020736,020736,020760,020760,122,01181,01181,01236,01235,,,,,
020810,020810,020810,020810,020810,020810,122,01189,01189,01291,01291,,,,,
020820,020820,020820,020890,020840,020840,122,01189,01189,01292,01299,,,,,
020820,020820,020820,020890,020840,020840,122,01189,01189,01299,01299,,,,,
020820,020820,020820,020890,020860,020860,122,01189,01189,01292,01299,,,,,
020820,020820,020820,020890,020860,020860,122,01189,01189,01299,01299,,,,,
020820,020820,020820,020890,020890,020890,122,01189,01189,01292,01299,,,,,
020820,020820,020820,020890,020890,020890,122,01189,01189,01299,01299,,,,,
020890,020890,020830,020830,020830,020830,122,01189,01189,01292,01299,,,,,
020890,020890,020830,020830,020830,020830,122,01189,01189,01299,01299,,,,,
020890,020890,020840,020840,020840,020840,122,01189,01189,01292,01299,,,,,
020890,020890,020840,020840,020840,020840,122,01189,01189,01299,01299,,,,,
020890,020890,020850,020850,020850,020850,122,01189,01189,01292,01299,,,,,
020890,020890,020850,020850,020850,020850,122,01189,01189,01299,01299,,,,,
020890,020890,020890,020890,020840,020840,122,01189,01189,01292,01299,,,,,
020890,020890,020890,020890,020840,020840,122,01189,01189,01299,01299,,,,,
020890,020890,020890,020890,020860,020860,122,01189,01189,01292,01299,,,,,
020890,020890,020890,020890,020860,020860,122,01189,01189,01299,01299,,,,,
020890,020890,020890,020890,020890,020890,122,01189,01189,01292,01299,,,,,
020890,020890,020890,020890,020890,020890,122,01189,01189,01299,01299,,,,,
020900,020900,020900,020900,020910,020910,121,41131,41131,41131,41131,,,,,
020900,020900,020900,020900,020990,020990,121,41131,41131,41131,41131,,,,,
021011,021011,021011,021011,021011,021011,122,0121,0121,01611,01611,,,,,
021012,021012,021012,021012,021012,021012,122,0121,0121,01612,01612,,,,,
021019,021019,021019,021019,021019,021019,122,0121,0121,01619,01619,,,,,
021020,021020,021020,021020,021020,021020,122,0129,0129,01681,01681,,,,,
021090,021090,021091,021091,021091,021091,122,01181,01181,01689,01689,,,,,
021090,021090,021091,021091,021091,021091,122,0129,0129,01689,01689,,,,,
021090,021090,021091,021091,021091,021091,122,0138,0149,01689,01689,,,,,
021090,021090,021092,021092,021092,021092,122,01181,01181,01689,01689,,,,,
021090,021090,021092,021092,021092,021092,122,0129,0129,01689,01689,,,,,
021090,021090,021092,021092,021092,021092,122,0138,0149,01689,01689,,,,,
021090,021090,021093,021093,021093,021093,122,01181,01181,01689,01689,,,,,
021090,021090,021093,021093,021093,021093,122,0129,0129,01689,01689,,,,,
021090,021090,021093,021093,021093,021093,122,0138,0149,01689,01689,,,,,
021090,021090,021099,021099,021092,021092,122,01181,01181,01689,01689,,,,,
021090,021090,021099,021099,021092,021092,122,0129,0129,01689,01689,,,,,
021090,021090,021099,021099,021092,021092,122,0138,0149,01689,01689,,,,,
021090,021090,021099,021099,021099,021099,122,01181,01181,01689,01689,,,,,
021090,021090,021099,021099,021099,021099,122,0129,0129,01689,01689,,,,,
021090,021090,021099,021099,021099,021099,122,0138,0149,01689,01689,,,,,
030110,030110,030110,030110,030111,030111,63,0311,0341,03411,03411,,,,,
030110,030110,030110,030110,030119,030119,63,0311,0341,03411,03411,,,,,
030191,030191,030191,030191,030191,030191,112,0311,0341,03411,03411,,,,,
030199,030191,030191,030191,030191,030191,112,0311,0341,03411,03411,,,,,
030192,030192,030192,030192,030192,030192,112,0311,0341,03411,03411,,,,,
030193,030193,030193,030193,030193,030193,112,0311,0341,03411,03411,,,,,
030193,030193,030193,030193,030199,030193,112,0311,0341,03411,03411,,,,,
030193,030193,030193,030193,030199,030199,112,0311,0341,03411,03411,,,,,
030199,030199,030199,030194,030194,030194,112,0311,0341,03411,03411,,,,,
030199,030199,030199,030195,030195,030195,112,0311,0341,03411,03411,,,,,
030199,030199,030199,030199,030194,030194,112,0311,0341,03411,03411,,,,,
030199,030199,030199,030199,030199,030193,112,0311,0341,03411,03411,,,,,
030199,030199,030199,030199,030199,030199,112,0311,0341,03411,03411,,,,,
030211,030211,030211,030211,030211,030211,112,0311,0341,03412,03412,,,,,
030211,030211,030211,030211,030211,030299,112,0311,0341,03412,03412,,,,,
030219,030211,030211,030211,030211,030211,112,0311,0341,03412,03412,,,,,
030219,030211,030211,030211,030211,030299,112,0311,0341,03412,03412,,,,,
030212,030212,030212,030212,030213,030213,112,0311,0341,03412,03412,,,,,
030212,030212,030212,030212,030213,030299,112,0311,0341,03412,03412,,,,,
030212,030212,030212,030212,030214,030214,112,0311,0341,03412,03412,,,,,
030212,030212,030212,030212,030214,030299,112,0311,0341,03412,03412,,,,,
030219,030219,030219,030219,030219,030219,112,0311,0341,03412,03412,,,,,
030219,030219,030219,030219,030219,030299,112,0311,0341,03412,03412,,,,,
030221,030221,030221,030221,030221,030221,112,0311,0341,03413,03413,,,,,
030221,030221,030221,030221,030221,030299,112,0311,0341,03413,03413,,,,,
030222,030222,030222,030222,030222,030222,112,0311,0341,03413,03413,,,,,
030222,030222,030222,030222,030222,030299,112,0311,0341,03413,03413,,,,,
030223,030223,030223,030223,030223,030223,112,0311,0341,03413,03413,,,,,
030223,030223,030223,030223,030223,030299,112,0311,0341,03413,03413,,,,,
030229,030229,030229,030229,030224,030224,112,0311,0341,03413,03413,,,,,
030229,030229,030229,030229,030224,030299,112,0311,0341,03413,03413,,,,,
030229,030229,030229,030229,030229,030229,112,0311,0341,03413,03413,,,,,
030229,030229,030229,030229,030229,030299,112,0311,0341,03413,03413,,,,,
030231,030231,030231,030231,030231,030231,112,0311,0341,03414,03414,,,,,
030231,030231,030231,030231,030231,030299,112,0311,0341,03414,03414,,,,,
030232,030232,030232,030232,030232,030232,112,0311,0341,03414,03414,,,,,
030232,030232,030232,030232,030232,030299,112,0311,0341,03414,03414,,,,,
030233,030233,030233,030233,030233,030233,112,0311,0341,03414,03414,,,,,
030233,030233,030233,030233,030233,030299,112,0311,0341,03414,03414,,,,,
030239,030239,030234,030234,030234,030234,112,0311,0341,03414,03414,,,,,
030239,030239,030234,030234,030234,030299,112,0311,0341,03414,03414,,,,,
030239,030239,030235,030235,030235,030235,112,0311,0341,03414,03414,,,,,
030239,030239,030235,030235,030235,030299,112,0311,0341,03414,03414,,,,,
030239,030239,030236,030236,030236,030236,112,0311,0341,03414,03414,,,,,
030239,030239,030236,030236,030236,030299,112,0311,0341,03414,03414,,,,,
030239,030239,030239,030239,030235,030235,112,0311,0341,03414,03414,,,,,
030239,030239,030239,030239,030235,030299,112,0311,0341,03414,03414,,,,,
030239,030239,030239,030239,030239,030239,112,0311,0341,03414,03414,,,,,
030239,030239,030239,030239,030239,030299,112,0311,0341,03414,03414,,,,,
030240,030240,030240,030240,030241,030241,112,0311,0341,03415,03415,,,,,
030240,030240,030240,030240,030241,030299,112,0311,0341,03415,03415,,,,,
030250,030250,030250,030250,030251,030251,112,0311,0341,03416,03416,,,,,
030250,030250,030250,030250,030251,030299,112,0311,0341,03416,03416,,,,,
030261,030261,030261,030261,030243,030243,112,0311,0341,03415,03415,,,,,
030261,030261,030261,030261,030243,030299,112,0311,0341,03415,03415,,,,,
030262,030262,030262,030262,030252,030252,112,0311,0341,03418,03418,,,,,
030262,030262,030262,030262,030252,030299,112,0311,0341,03418,03418,,,,,
030263,030263,030263,030263,030253,030253,112,0311,0341,03418,03418,,,,,
030263,030263,030263,030263,030253,030299,112,0311,0341,03418,03418,,,,,
030264,030264,030264,030264,030244,030244,112,0311,0341,03417,03417,,,,,
030264,030264,030264,030264,030244,030299,112,0311,0341,03417,03417,,,,,
030265,030265,030265,030265,030281,030281,112,0311,0341,03418,03418,,,,,
030265,030265,030265,030265,030281,030292,112,0311,0341,03418,03418,,,,,
030265,030265,030265,030265,030281,030299,112,0311,0341,03418,03418,,,,,
030266,030266,030266,030266,030274,030274,112,0311,0341,03418,03418,,,,,
030266,030266,030266,030266,030274,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030267,030247,030247,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030267,030247,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030268,030283,030283,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030268,030283,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030242,030242,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030242,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030245,030245,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030245,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030246,030246,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030246,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030254,030254,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030254,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030255,030255,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030255,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030256,030256,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030256,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030284,030284,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030284,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030285,030285,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030285,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030289,030249,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030289,030273,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030289,030289,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030289,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030259,030259,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030259,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030271,030271,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030271,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030272,030272,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030272,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030273,030273,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030273,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030279,030279,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030279,030299,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030282,030282,112,0311,0341,03418,03418,,,,,
030269,030269,030269,030269,030282,030299,112,0311,0341,03418,03418,,,,,
030270,030270,030270,030270,030290,030291,122,0311,0341,03419,03419,,,,,
030310,030310,030311,030311,030311,030311,122,0311,0342,03421,03421,,,,,
030310,030310,030311,030311,030311,030399,122,0311,0342,03421,03421,,,,,
030310,030310,030319,030319,030312,030312,122,0311,0342,03421,03421,,,,,
030310,030310,030319,030319,030312,030399,122,0311,0342,03421,03421,,,,,
030321,030321,030321,030321,030314,030314,122,0311,0342,03421,03421,,,,,
030321,030321,030321,030321,030314,030399,122,0311,0342,03421,03421,,,,,
030329,030321,030321,030321,030314,030314,122,0311,0342,03421,03421,,,,,
030329,030321,030321,030321,030314,030399,122,0311,0342,03421,03421,,,,,
030322,030322,030322,030322,030313,030313,122,0311,0342,03421,03421,,,,,
030322,030322,030322,030322,030313,030399,122,0311,0342,03421,03421,,,,,
030329,030329,030329,030329,030319,030319,122,0311,0342,03421,03421,,,,,
030329,030329,030329,030329,030319,030399,122,0311,0342,03421,03421,,,,,
030331,030331,030331,030331,030331,030331,122,0311,0341,03422,03422,,,,,
030331,030331,030331,030331,030331,030399,122,0311,0341,03422,03422,,,,,
030332,030332,030332,030332,030332,030332,122,0311,0341,03422,03422,,,,,
030332,030332,030332,030332,030332,030399,122,0311,0341,03422,03422,,,,,
030333,030333,030333,030333,030333,030333,122,0311,0341,03422,03422,,,,,
030333,030333,030333,030333,030333,030399,122,0311,0341,03422,03422,,,,,
030339,030339,030339,030339,030334,030334,122,0311,0341,03422,03422,,,,,
030339,030339,030339,030339,030334,030399,122,0311,0341,03422,03422,,,,,
030339,030339,030339,030339,030339,030339,122,0311,0341,03422,03422,,,,,
030339,030339,030339,030339,030339,030399,122,0311,0341,03422,03422,,,,,
030341,030341,030341,030341,030341,030341,122,0311,0342,03423,03423,,,,,
030341,030341,030341,030341,030341,030399,122,0311,0342,03423,03423,,,,,
030342,030342,030342,030342,030342,030342,122,0311,0342,03423,03423,,,,,
030342,030342,030342,030342,030342,030399,122,0311,0342,03423,03423,,,,,
030343,030343,030343,030343,030343,030343,122,0311,0342,03423,03423,,,,,
030343,030343,030343,030343,030343,030399,122,0311,0342,03423,03423,,,,,
030349,030349,030344,030344,030344,030344,122,0311,0342,03423,03423,,,,,
030349,030349,030344,030344,030344,030399,122,0311,0342,03423,03423,,,,,
030349,030349,030345,030345,030345,030345,122,0311,0342,03423,03423,,,,,
030349,030349,030345,030345,030345,030399,122,0311,0342,03423,03423,,,,,
030349,030349,030346,030346,030346,030346,122,0311,0342,03423,03423,,,,,
030349,030349,030346,030346,030346,030399,122,0311,0342,03423,03423,,,,,
030349,030349,030349,030349,030345,030345,122,0311,0342,03423,03423,,,,,
030349,030349,030349,030349,030345,030399,122,0311,0342,03423,03423,,,,,
030349,030349,030349,030349,030349,030349,122,0311,0342,03423,03423,,,,,
030349,030349,030349,030349,030349,030399,122,0311,0342,03423,03423,,,,,
030350,030350,030350,030351,030351,030351,122,0311,0342,03424,03424,,,,,
030350,030350,030350,030351,030351,030399,122,0311,0342,03424,03424,,,,,
030360,030360,030360,030352,030363,030363,122,0311,0342,03425,03425,,,,,
030360,030360,030360,030352,030363,030399,122,0311,0342,03425,03425,,,,,
030371,030371,030371,030371,030353,030353,122,0311,0342,03424,03424,,,,,
030371,030371,030371,030371,030353,030399,122,0311,0342,03424,03424,,,,,
030372,030372,030372,030372,030364,030364,122,0311,0342,03428,03428,,,,,
030372,030372,030372,030372,030364,030399,122,0311,0342,03428,03428,,,,,
030373,030373,030373,030373,030365,030365,122,0311,0342,03428,03428,,,,,
030373,030373,030373,030373,030365,030399,122,0311,0342,03428,03428,,,,,
030374,030374,030374,030374,030354,030354,122,0311,0342,03426,03426,,,,,
030374,030374,030374,030374,030354,030399,122,0311,0342,03426,03426,,,,,
030375,030375,030375,030375,030381,030381,122,0311,0342,03428,03428,,,,,
030375,030375,030375,030375,030381,030392,122,0311,0342,03428,03428,,,,,
030375,030375,030375,030375,030381,030399,122,0311,0342,03428,03428,,,,,
030376,030376,030376,030376,030326,030326,122,0311,0342,03428,03428,,,,,
030376,030376,030376,030376,030326,030399,122,0311,0342,03428,03428,,,,,
030377,030377,030377,030377,030384,030384,122,0311,0342,03428,03428,,,,,
030377,030377,030377,030377,030384,030399,122,0311,0342,03428,03428,,,,,
030378,030378,030378,030378,030366,030366,122,0311,0342,03427,03427,,,,,
030378,030378,030378,030378,030366,030399,122,0311,0342,03427,03427,,,,,
030379,030379,030379,030361,030357,030357,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030361,030357,030399,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030362,030383,030383,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030362,030383,030399,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030323,030323,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030323,030399,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030324,030324,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030324,030399,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030325,030325,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030325,030399,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030329,030329,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030329,030399,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030355,030355,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030355,030399,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030356,030356,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030356,030399,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030367,030367,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030367,030399,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030368,030368,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030368,030399,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030369,030369,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030369,030399,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030382,030382,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030382,030399,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030389,030325,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030389,030359,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030389,030389,122,0311,0342,03428,03428,,,,,
030379,030379,030379,030379,030389,030399,122,0311,0342,03428,03428,,,,,
030380,030380,030380,030380,030390,030391,122,0311,0342,03429,03429,,,,,
030410,030410,030410,030411,030445,030445,122,0311,0341,03451,03451,,,,,
030410,030410,030410,030411,030445,030445,122,0311,0343,03451,03451,,,,,
030410,030410,030410,030411,030454,030454,122,0311,0341,03451,03451,,,,,
030410,030410,030410,030411,030454,030454,122,0311,0343,03451,03451,,,,,
030410,030410,030410,030412,030446,030446,122,0311,0341,03451,03451,,,,,
030410,030410,030410,030412,030446,030446,122,0311,0343,03451,03451,,,,,
030410,030410,030410,030412,030455,030455,122,0311,0341,03451,03451,,,,,
030410,030410,030410,030412,030455,030455,122,0311,0343,03451,03451,,,,,
030410,030410,030410,030419,030431,030431,122,0311,0341,03451,03451,,,,,
030410,030410,030410,030419,030431,030431,122,0311,0343,03451,03451,,,,,
