HS92,HS96,HS02,HS07,HS12,HS17,BEC4,SITC1,SITC2,SITC3,SITC4,,,,,
480570,480570,480258,480258,480258,480258,22,64293,64249,64248,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6414,64159,64123,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6415,64159,64123,64126,,,,,
480580,480580,480258,480258,480258,480258,22,64121,64121,64125,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6417,64121,64125,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6413,64139,64125,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6414,64159,64125,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6415,64159,64125,64126,,,,,
480580,480580,480258,480258,480258,480258,22,64121,64121,64126,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6417,64121,64126,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6413,64139,64126,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6414,64159,64126,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6415,64159,64126,64126,,,,,
480580,480580,480258,480258,480258,480258,22,64121,64121,64127,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6417,64121,64127,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6413,64139,64127,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6414,64159,64127,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6415,64159,64127,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6414,64159,64157,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6415,64159,64157,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6414,64159,64158,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6415,64159,64158,64126,,,,,
480580,480580,480258,480258,480258,480258,22,64121,64121,64248,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6417,64121,64248,64126,,,,,
480580,480580,480258,480258,480258,480258,22,64122,64122,64248,64126,,,,,
480580,480580,480258,480258,480258,480258,22,64194,64122,64248,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6414,64159,64248,64126,,,,,
480580,480580,480258,480258,480258,480258,22,6415,64159,64248,64126,,,,,
480580,480580,480258,480258,480258,480258,22,64195,64189,64248,64126,,,,,
480580,480580,480258,480258,480258,480258,22,64293,64249,64248,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6414,64159,64123,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6415,64159,64123,64126,,,,,
482359,482359,480258,480258,480258,480258,22,64121,64121,64125,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6417,64121,64125,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6413,64139,64125,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6414,64159,64125,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6415,64159,64125,64126,,,,,
482359,482359,480258,480258,480258,480258,22,64121,64121,64126,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6417,64121,64126,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6413,64139,64126,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6414,64159,64126,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6415,64159,64126,64126,,,,,
482359,482359,480258,480258,480258,480258,22,64121,64121,64127,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6417,64121,64127,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6413,64139,64127,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6414,64159,64127,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6415,64159,64127,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6414,64159,64157,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6415,64159,64157,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6414,64159,64158,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6415,64159,64158,64126,,,,,
482359,482359,480258,480258,480258,480258,22,64121,64121,64248,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6417,64121,64248,64126,,,,,
482359,482359,480258,480258,480258,480258,22,64122,64122,64248,64126,,,,,
482359,482359,480258,480258,480258,480258,22,64194,64122,64248,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6414,64159,64248,64126,,,,,
482359,482359,480258,480258,480258,480258,22,6415,64159,64248,64126,,,,,
482359,482359,480258,480258,480258,480258,22,64195,64189,64248,64126,,,,,
482359,482359,480258,480258,480258,480258,22,64293,64249,64248,64126,,,,,
480100,480100,480261,480261,480261,480100,22,6411,6411,6411,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6414,64159,64123,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6415,64159,64123,64129,,,,,
480100,480100,480261,480261,480261,480100,22,64121,64121,64125,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6417,64121,64125,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6413,64139,64125,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6414,64159,64125,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6415,64159,64125,64129,,,,,
480100,480100,480261,480261,480261,480100,22,64121,64121,64126,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6417,64121,64126,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6413,64139,64126,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6414,64159,64126,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6415,64159,64126,64129,,,,,
480100,480100,480261,480261,480261,480100,22,64121,64121,64127,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6417,64121,64127,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6413,64139,64127,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6414,64159,64127,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6415,64159,64127,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6411,6411,64129,64129,,,,,
480100,480100,480261,480261,480261,480100,22,64121,64121,64129,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6417,64121,64129,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6413,64139,64129,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6414,64159,64129,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6415,64159,64129,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6414,64159,64154,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6415,64159,64154,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6414,64159,64157,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6415,64159,64157,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6414,64159,64158,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6415,64159,64158,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6414,64159,64159,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6415,64159,64159,64129,,,,,
480100,480100,480261,480261,480261,480100,22,64121,64121,64248,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6417,64121,64248,64129,,,,,
480100,480100,480261,480261,480261,480100,22,64122,64122,64248,64129,,,,,
480100,480100,480261,480261,480261,480100,22,64194,64122,64248,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6414,64159,64248,64129,,,,,
480100,480100,480261,480261,480261,480100,22,6415,64159,64248,64129,,,,,
480100,480100,480261,480261,480261,480100,22,64195,64189,64248,64129,,,,,
480100,480100,480261,480261,480261,480100,22,64293,64249,64248,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6411,6411,6411,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6414,64159,64123,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6415,64159,64123,64129,,,,,
480100,480100,480261,480261,480261,480261,22,64121,64121,64125,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6417,64121,64125,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6413,64139,64125,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6414,64159,64125,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6415,64159,64125,64129,,,,,
480100,480100,480261,480261,480261,480261,22,64121,64121,64126,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6417,64121,64126,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6413,64139,64126,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6414,64159,64126,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6415,64159,64126,64129,,,,,
480100,480100,480261,480261,480261,480261,22,64121,64121,64127,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6417,64121,64127,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6413,64139,64127,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6414,64159,64127,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6415,64159,64127,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6411,6411,64129,64129,,,,,
480100,480100,480261,480261,480261,480261,22,64121,64121,64129,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6417,64121,64129,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6413,64139,64129,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6414,64159,64129,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6415,64159,64129,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6414,64159,64154,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6415,64159,64154,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6414,64159,64157,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6415,64159,64157,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6414,64159,64158,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6415,64159,64158,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6414,64159,64159,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6415,64159,64159,64129,,,,,
480100,480100,480261,480261,480261,480261,22,64121,64121,64248,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6417,64121,64248,64129,,,,,
480100,480100,480261,480261,480261,480261,22,64122,64122,64248,64129,,,,,
480100,480100,480261,480261,480261,480261,22,64194,64122,64248,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6414,64159,64248,64129,,,,,
480100,480100,480261,480261,480261,480261,22,6415,64159,64248,64129,,,,,
480100,480100,480261,480261,480261,480261,22,64195,64189,64248,64129,,,,,
480100,480100,480261,480261,480261,480261,22,64293,64249,64248,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6411,6411,6411,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6414,64159,64123,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6415,64159,64123,64129,,,,,
480252,480100,480261,480261,480261,480100,22,64121,64121,64125,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6417,64121,64125,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6413,64139,64125,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6414,64159,64125,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6415,64159,64125,64129,,,,,
480252,480100,480261,480261,480261,480100,22,64121,64121,64126,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6417,64121,64126,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6413,64139,64126,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6414,64159,64126,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6415,64159,64126,64129,,,,,
480252,480100,480261,480261,480261,480100,22,64121,64121,64127,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6417,64121,64127,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6413,64139,64127,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6414,64159,64127,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6415,64159,64127,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6411,6411,64129,64129,,,,,
480252,480100,480261,480261,480261,480100,22,64121,64121,64129,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6417,64121,64129,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6413,64139,64129,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6414,64159,64129,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6415,64159,64129,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6414,64159,64154,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6415,64159,64154,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6414,64159,64157,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6415,64159,64157,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6414,64159,64158,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6415,64159,64158,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6414,64159,64159,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6415,64159,64159,64129,,,,,
480252,480100,480261,480261,480261,480100,22,64121,64121,64248,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6417,64121,64248,64129,,,,,
480252,480100,480261,480261,480261,480100,22,64122,64122,64248,64129,,,,,
480252,480100,480261,480261,480261,480100,22,64194,64122,64248,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6414,64159,64248,64129,,,,,
480252,480100,480261,480261,480261,480100,22,6415,64159,64248,64129,,,,,
480252,480100,480261,480261,480261,480100,22,64195,64189,64248,64129,,,,,
480252,480100,480261,480261,480261,480100,22,64293,64249,64248,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6411,6411,6411,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6414,64159,64123,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6415,64159,64123,64129,,,,,
480252,480100,480261,480261,480261,480261,22,64121,64121,64125,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6417,64121,64125,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6413,64139,64125,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6414,64159,64125,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6415,64159,64125,64129,,,,,
480252,480100,480261,480261,480261,480261,22,64121,64121,64126,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6417,64121,64126,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6413,64139,64126,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6414,64159,64126,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6415,64159,64126,64129,,,,,
480252,480100,480261,480261,480261,480261,22,64121,64121,64127,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6417,64121,64127,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6413,64139,64127,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6414,64159,64127,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6415,64159,64127,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6411,6411,64129,64129,,,,,
480252,480100,480261,480261,480261,480261,22,64121,64121,64129,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6417,64121,64129,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6413,64139,64129,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6414,64159,64129,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6415,64159,64129,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6414,64159,64154,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6415,64159,64154,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6414,64159,64157,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6415,64159,64157,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6414,64159,64158,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6415,64159,64158,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6414,64159,64159,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6415,64159,64159,64129,,,,,
480252,480100,480261,480261,480261,480261,22,64121,64121,64248,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6417,64121,64248,64129,,,,,
480252,480100,480261,480261,480261,480261,22,64122,64122,64248,64129,,,,,
480252,480100,480261,480261,480261,480261,22,64194,64122,64248,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6414,64159,64248,64129,,,,,
480252,480100,480261,480261,480261,480261,22,6415,64159,64248,64129,,,,,
480252,480100,480261,480261,480261,480261,22,64195,64189,64248,64129,,,,,
480252,480100,480261,480261,480261,480261,22,64293,64249,64248,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6411,6411,6411,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6414,64159,64123,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6415,64159,64123,64129,,,,,
480260,480100,480261,480261,480261,480100,22,64121,64121,64125,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6417,64121,64125,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6413,64139,64125,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6414,64159,64125,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6415,64159,64125,64129,,,,,
480260,480100,480261,480261,480261,480100,22,64121,64121,64126,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6417,64121,64126,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6413,64139,64126,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6414,64159,64126,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6415,64159,64126,64129,,,,,
480260,480100,480261,480261,480261,480100,22,64121,64121,64127,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6417,64121,64127,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6413,64139,64127,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6414,64159,64127,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6415,64159,64127,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6411,6411,64129,64129,,,,,
480260,480100,480261,480261,480261,480100,22,64121,64121,64129,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6417,64121,64129,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6413,64139,64129,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6414,64159,64129,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6415,64159,64129,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6414,64159,64154,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6415,64159,64154,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6414,64159,64157,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6415,64159,64157,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6414,64159,64158,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6415,64159,64158,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6414,64159,64159,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6415,64159,64159,64129,,,,,
480260,480100,480261,480261,480261,480100,22,64121,64121,64248,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6417,64121,64248,64129,,,,,
480260,480100,480261,480261,480261,480100,22,64122,64122,64248,64129,,,,,
480260,480100,480261,480261,480261,480100,22,64194,64122,64248,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6414,64159,64248,64129,,,,,
480260,480100,480261,480261,480261,480100,22,6415,64159,64248,64129,,,,,
480260,480100,480261,480261,480261,480100,22,64195,64189,64248,64129,,,,,
480260,480100,480261,480261,480261,480100,22,64293,64249,64248,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6411,6411,6411,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6414,64159,64123,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6415,64159,64123,64129,,,,,
480260,480100,480261,480261,480261,480261,22,64121,64121,64125,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6417,64121,64125,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6413,64139,64125,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6414,64159,64125,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6415,64159,64125,64129,,,,,
480260,480100,480261,480261,480261,480261,22,64121,64121,64126,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6417,64121,64126,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6413,64139,64126,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6414,64159,64126,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6415,64159,64126,64129,,,,,
480260,480100,480261,480261,480261,480261,22,64121,64121,64127,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6417,64121,64127,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6413,64139,64127,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6414,64159,64127,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6415,64159,64127,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6411,6411,64129,64129,,,,,
480260,480100,480261,480261,480261,480261,22,64121,64121,64129,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6417,64121,64129,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6413,64139,64129,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6414,64159,64129,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6415,64159,64129,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6414,64159,64154,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6415,64159,64154,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6414,64159,64157,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6415,64159,64157,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6414,64159,64158,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6415,64159,64158,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6414,64159,64159,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6415,64159,64159,64129,,,,,
480260,480100,480261,480261,480261,480261,22,64121,64121,64248,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6417,64121,64248,64129,,,,,
480260,480100,480261,480261,480261,480261,22,64122,64122,64248,64129,,,,,
480260,480100,480261,480261,480261,480261,22,64194,64122,64248,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6414,64159,64248,64129,,,,,
480260,480100,480261,480261,480261,480261,22,6415,64159,64248,64129,,,,,
480260,480100,480261,480261,480261,480261,22,64195,64189,64248,64129,,,,,
480260,480100,480261,480261,480261,480261,22,64293,64249,64248,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6411,6411,6411,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6414,64159,64123,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6415,64159,64123,64129,,,,,
480251,480251,480261,480261,480261,480100,22,64121,64121,64125,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6417,64121,64125,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6413,64139,64125,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6414,64159,64125,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6415,64159,64125,64129,,,,,
480251,480251,480261,480261,480261,480100,22,64121,64121,64126,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6417,64121,64126,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6413,64139,64126,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6414,64159,64126,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6415,64159,64126,64129,,,,,
480251,480251,480261,480261,480261,480100,22,64121,64121,64127,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6417,64121,64127,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6413,64139,64127,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6414,64159,64127,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6415,64159,64127,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6411,6411,64129,64129,,,,,
480251,480251,480261,480261,480261,480100,22,64121,64121,64129,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6417,64121,64129,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6413,64139,64129,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6414,64159,64129,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6415,64159,64129,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6414,64159,64154,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6415,64159,64154,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6414,64159,64157,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6415,64159,64157,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6414,64159,64158,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6415,64159,64158,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6414,64159,64159,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6415,64159,64159,64129,,,,,
480251,480251,480261,480261,480261,480100,22,64121,64121,64248,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6417,64121,64248,64129,,,,,
480251,480251,480261,480261,480261,480100,22,64122,64122,64248,64129,,,,,
480251,480251,480261,480261,480261,480100,22,64194,64122,64248,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6414,64159,64248,64129,,,,,
480251,480251,480261,480261,480261,480100,22,6415,64159,64248,64129,,,,,
480251,480251,480261,480261,480261,480100,22,64195,64189,64248,64129,,,,,
480251,480251,480261,480261,480261,480100,22,64293,64249,64248,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6411,6411,6411,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6414,64159,64123,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6415,64159,64123,64129,,,,,
480251,480251,480261,480261,480261,480261,22,64121,64121,64125,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6417,64121,64125,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6413,64139,64125,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6414,64159,64125,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6415,64159,64125,64129,,,,,
480251,480251,480261,480261,480261,480261,22,64121,64121,64126,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6417,64121,64126,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6413,64139,64126,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6414,64159,64126,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6415,64159,64126,64129,,,,,
480251,480251,480261,480261,480261,480261,22,64121,64121,64127,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6417,64121,64127,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6413,64139,64127,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6414,64159,64127,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6415,64159,64127,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6411,6411,64129,64129,,,,,
480251,480251,480261,480261,480261,480261,22,64121,64121,64129,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6417,64121,64129,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6413,64139,64129,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6414,64159,64129,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6415,64159,64129,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6414,64159,64154,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6415,64159,64154,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6414,64159,64157,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6415,64159,64157,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6414,64159,64158,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6415,64159,64158,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6414,64159,64159,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6415,64159,64159,64129,,,,,
480251,480251,480261,480261,480261,480261,22,64121,64121,64248,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6417,64121,64248,64129,,,,,
480251,480251,480261,480261,480261,480261,22,64122,64122,64248,64129,,,,,
480251,480251,480261,480261,480261,480261,22,64194,64122,64248,64129,,,,,
480251,480251,480261,480261,480261,480261,22,6414,64159,64248,64129,,,,,
